cohort_id,time_id,covariate_id,sum_value,mean,sd,database_id
1,1,31967203,8757,0.1198,0.3248,Pharmetrics
1,3,73819203,798,0.0109,0.1039,Pharmetrics
1,2,432545203,4140,0.0566,0.2312,Pharmetrics
1,5,444100203,8250,0.1129,0.3164,Pharmetrics
1,1,4113639203,12543,0.1716,0.3771,Pharmetrics
1,1,24134203,7519,0.1029,0.3038,Pharmetrics
1,7,441542203,5868,0.0803,0.2717,Pharmetrics
1,10,4112341203,15332,0.2098,0.4072,Pharmetrics
1,10,45771096203,4458,0.061,0.2393,Pharmetrics
1,5,4109085203,3776,0.0517,0.2214,Pharmetrics
1,9,376961203,1235,0.0169,0.1289,Pharmetrics
1,10,4029582203,5838,0.0799,0.2711,Pharmetrics
1,10,4215402203,1318,0.018,0.1331,Pharmetrics
1,10,73553203,22434,0.307,0.4612,Pharmetrics
1,4,4083787203,3668,0.0502,0.2183,Pharmetrics
1,4,37110264203,5047,0.0691,0.2536,Pharmetrics
1,9,4193990203,2182,0.0299,0.1702,Pharmetrics
1,5,444207203,1823,0.0249,0.156,Pharmetrics
1,10,46271381203,1528,0.0209,0.1431,Pharmetrics
1,7,4098302203,1070,0.0146,0.1201,Pharmetrics
1,4,444094203,1900,0.026,0.1591,Pharmetrics
1,10,37396146203,2575,0.0352,0.1844,Pharmetrics
1,2,42538830203,7711,0.1055,0.3072,Pharmetrics
1,3,439215203,3332,0.0456,0.2086,Pharmetrics
1,1,140090203,992,0.0136,0.1157,Pharmetrics
1,9,4241146203,902,0.0123,0.1104,Pharmetrics
1,9,198124203,2203,0.0301,0.171,Pharmetrics
1,1,4033295203,1638,0.0224,0.148,Pharmetrics
1,9,4169580203,2577,0.0353,0.1844,Pharmetrics
1,5,195867203,2359,0.0323,0.1767,Pharmetrics
1,3,77074203,5469,0.0748,0.2631,Pharmetrics
1,10,440059203,16634,0.2276,0.4193,Pharmetrics
1,5,4127066203,7440,0.1018,0.3024,Pharmetrics
1,1,4208786203,10254,0.1403,0.3473,Pharmetrics
1,4,762060203,1954,0.0267,0.1613,Pharmetrics
1,1,435875203,3646,0.0499,0.2177,Pharmetrics
1,6,4181063203,7099,0.0971,0.2961,Pharmetrics
1,1,4111017203,1864,0.0255,0.1577,Pharmetrics
1,10,4165545203,1346,0.0184,0.1345,Pharmetrics
1,1,4168222203,2473,0.0338,0.1808,Pharmetrics
1,8,140214203,1088,0.0149,0.1211,Pharmetrics
1,1,436677203,3199,0.0438,0.2046,Pharmetrics
1,2,4181680203,2237,0.0306,0.1723,Pharmetrics
1,10,378253203,13926,0.1905,0.3927,Pharmetrics
1,3,4176793203,960,0.0131,0.1139,Pharmetrics
1,1,201621203,1128,0.0154,0.1233,Pharmetrics
1,10,438485203,6149,0.0841,0.2776,Pharmetrics
1,10,4170137203,2932,0.0401,0.1962,Pharmetrics
1,10,4306292203,11378,0.1557,0.3626,Pharmetrics
1,3,439708203,2443,0.0334,0.1797,Pharmetrics
1,1,4043371203,13547,0.1854,0.3886,Pharmetrics
1,3,45768910203,3823,0.0523,0.2226,Pharmetrics
1,10,254761203,15403,0.2108,0.4078,Pharmetrics
1,1,4141978203,2036,0.0279,0.1646,Pharmetrics
1,10,139850203,2161,0.0296,0.1694,Pharmetrics
1,5,434008203,806,0.011,0.1044,Pharmetrics
1,10,46273463203,4260,0.0583,0.2343,Pharmetrics
1,9,4280354203,2645,0.0362,0.1868,Pharmetrics
1,2,437827203,883,0.0121,0.1093,Pharmetrics
1,10,4012234203,24296,0.3324,0.4711,Pharmetrics
1,1,4143544203,889,0.0122,0.1096,Pharmetrics
1,4,441542203,8565,0.1172,0.3216,Pharmetrics
1,9,40547222203,912,0.0125,0.111,Pharmetrics
1,9,4086687203,2982,0.0408,0.1978,Pharmetrics
1,10,23325203,1528,0.0209,0.1431,Pharmetrics
1,3,4054835203,776,0.0106,0.1025,Pharmetrics
1,1,4344040203,2401,0.0329,0.1782,Pharmetrics
1,1,379019203,2922,0.04,0.1959,Pharmetrics
1,9,444108203,5325,0.0729,0.2599,Pharmetrics
1,6,440383203,3163,0.0433,0.2035,Pharmetrics
1,5,442105203,4129,0.0565,0.2309,Pharmetrics
1,3,4144111203,5101,0.0698,0.2548,Pharmetrics
1,7,4013074203,3005,0.0411,0.1986,Pharmetrics
1,10,4178431203,8243,0.1128,0.3163,Pharmetrics
1,5,28060203,887,0.0121,0.1095,Pharmetrics
1,6,197610203,4980,0.0681,0.252,Pharmetrics
1,6,77074203,1707,0.0234,0.151,Pharmetrics
1,5,4083787203,10096,0.1381,0.345,Pharmetrics
1,2,133298203,2468,0.0338,0.1806,Pharmetrics
1,10,4092289203,5266,0.0721,0.2586,Pharmetrics
1,7,440383203,3693,0.0505,0.219,Pharmetrics
1,3,4105866203,782,0.0107,0.1029,Pharmetrics
1,4,196151203,1527,0.0209,0.143,Pharmetrics
1,1,4114336203,13523,0.185,0.3883,Pharmetrics
1,9,195083203,2439,0.0334,0.1796,Pharmetrics
1,2,4054835203,1073,0.0147,0.1203,Pharmetrics
1,1,4092289203,2290,0.0313,0.1742,Pharmetrics
1,3,318800203,5101,0.0698,0.2548,Pharmetrics
1,10,439093203,1962,0.0268,0.1616,Pharmetrics
1,1,4152280203,10543,0.1443,0.3513,Pharmetrics
1,2,437779203,1250,0.0171,0.1297,Pharmetrics
1,9,4170143203,7448,0.1019,0.3025,Pharmetrics
1,5,140673203,3477,0.0476,0.2129,Pharmetrics
1,2,4054503203,13938,0.1907,0.3929,Pharmetrics
1,10,4077967203,2745,0.0376,0.1901,Pharmetrics
1,5,4310171203,4316,0.0591,0.2357,Pharmetrics
1,5,433701203,2573,0.0352,0.1843,Pharmetrics
1,3,4117779203,4080,0.0558,0.2296,Pharmetrics
1,3,436096203,7059,0.0966,0.2954,Pharmetrics
1,5,4169905203,1693,0.0232,0.1504,Pharmetrics
1,10,436075203,1519,0.0208,0.1427,Pharmetrics
1,2,4176793203,1032,0.0141,0.118,Pharmetrics
1,10,43530647203,2823,0.0386,0.1927,Pharmetrics
1,9,4131008203,2367,0.0324,0.177,Pharmetrics
1,3,4134294203,10935,0.1496,0.3567,Pharmetrics
1,6,4101918203,1476,0.0202,0.1407,Pharmetrics
1,3,432661203,5280,0.0722,0.2589,Pharmetrics
1,2,4196358203,1399,0.0191,0.137,Pharmetrics
1,2,4054054203,2884,0.0395,0.1947,Pharmetrics
1,4,260123203,1068,0.0146,0.12,Pharmetrics
1,3,4079975203,1786,0.0244,0.1544,Pharmetrics
1,4,4202828203,9837,0.1346,0.3413,Pharmetrics
1,10,43531624203,1883,0.0258,0.1584,Pharmetrics
1,3,4242980203,13827,0.1892,0.3917,Pharmetrics
1,1,81151203,1025,0.014,0.1176,Pharmetrics
1,6,195500203,3263,0.0446,0.2065,Pharmetrics
1,10,443616203,1970,0.027,0.162,Pharmetrics
1,9,4075249203,782,0.0107,0.1029,Pharmetrics
1,1,4109084203,5511,0.0754,0.264,Pharmetrics
1,10,4155902203,2183,0.0299,0.1702,Pharmetrics
1,9,433316203,2798,0.0383,0.1919,Pharmetrics
1,1,4029269203,6880,0.0941,0.292,Pharmetrics
1,3,320128203,5729,0.0784,0.2688,Pharmetrics
1,7,436070203,804,0.011,0.1043,Pharmetrics
1,4,4171394203,13172,0.1802,0.3844,Pharmetrics
1,4,444078203,2371,0.0324,0.1772,Pharmetrics
1,3,35624868203,1091,0.0149,0.1213,Pharmetrics
1,9,45769862203,1225,0.0168,0.1284,Pharmetrics
1,10,433991203,1315,0.018,0.1329,Pharmetrics
1,4,4013842203,4044,0.0553,0.2286,Pharmetrics
1,9,4180010203,1606,0.022,0.1466,Pharmetrics
1,10,4085024203,1290,0.0177,0.1317,Pharmetrics
1,4,4131008203,5693,0.0779,0.268,Pharmetrics
1,10,43021807203,2111,0.0289,0.1675,Pharmetrics
1,2,4281109203,870,0.0119,0.1085,Pharmetrics
1,4,4178673203,873,0.0119,0.1086,Pharmetrics
1,7,4302555203,8613,0.1178,0.3224,Pharmetrics
1,2,40481841203,12849,0.1758,0.3807,Pharmetrics
1,10,4027731203,2647,0.0362,0.1868,Pharmetrics
1,9,4261033203,763,0.0104,0.1016,Pharmetrics
1,2,75576203,2675,0.0366,0.1878,Pharmetrics
1,8,4188970203,743,0.0102,0.1003,Pharmetrics
1,2,321689203,1277,0.0175,0.131,Pharmetrics
1,10,444455203,1937,0.0265,0.1606,Pharmetrics
1,2,4014295203,1256,0.0172,0.13,Pharmetrics
1,3,4216397203,2011,0.0275,0.1636,Pharmetrics
1,10,440083203,1778,0.0243,0.1541,Pharmetrics
1,5,4209423203,2935,0.0402,0.1963,Pharmetrics
1,10,4326403203,11879,0.1625,0.3689,Pharmetrics
1,4,4047650203,1408,0.0193,0.1375,Pharmetrics
1,3,762297203,836,0.0114,0.1063,Pharmetrics
1,9,193871203,864,0.0118,0.1081,Pharmetrics
1,10,4317014203,2240,0.0306,0.1724,Pharmetrics
1,9,4001450203,1042,0.0143,0.1185,Pharmetrics
1,4,4187369203,1901,0.026,0.1592,Pharmetrics
1,10,45768910203,8409,0.1151,0.3191,Pharmetrics
1,5,138525203,8731,0.1195,0.3243,Pharmetrics
1,3,4132552203,4034,0.0552,0.2284,Pharmetrics
1,10,374035203,1382,0.0189,0.1362,Pharmetrics
1,2,312437203,2694,0.0369,0.1884,Pharmetrics
1,2,764054203,4400,0.0602,0.2379,Pharmetrics
1,9,4297361203,894,0.0122,0.1099,Pharmetrics
1,10,4115408203,13345,0.1826,0.3863,Pharmetrics
1,3,37016195203,10758,0.1472,0.3543,Pharmetrics
1,10,4029043203,4392,0.0601,0.2377,Pharmetrics
1,10,4138617203,783,0.0107,0.103,Pharmetrics
1,1,4129418203,3378,0.0462,0.21,Pharmetrics
1,2,436658203,5016,0.0686,0.2528,Pharmetrics
1,8,40481841203,4492,0.0615,0.2402,Pharmetrics
1,5,260123203,5437,0.0744,0.2624,Pharmetrics
1,2,254761203,5033,0.0689,0.2532,Pharmetrics
1,1,260123203,9191,0.1258,0.3316,Pharmetrics
1,3,4223759203,3938,0.053900000000000003,0.2258,Pharmetrics
1,9,435875203,2660,0.0364,0.1873,Pharmetrics
1,5,4316083203,9292,0.1271,0.3331,Pharmetrics
1,10,45757698203,1018,0.0139,0.1172,Pharmetrics
1,1,200779203,3019,0.0413,0.199,Pharmetrics
1,5,25297203,4940,0.0676,0.251,Pharmetrics
1,8,40486024203,5004,0.0685,0.2525,Pharmetrics
1,10,438720203,2763,0.0378,0.1907,Pharmetrics
1,10,199866203,1096,0.015,0.1215,Pharmetrics
1,4,444208203,2896,0.0396,0.1951,Pharmetrics
1,10,762297203,3775,0.0517,0.2213,Pharmetrics
1,4,4256761203,1196,0.0164,0.1269,Pharmetrics
1,1,4143250203,783,0.0107,0.103,Pharmetrics
1,5,4152280203,6552,0.0896,0.2857,Pharmetrics
1,10,40488439203,5503,0.0753,0.2639,Pharmetrics
1,2,198263203,1818,0.0249,0.1557,Pharmetrics
1,10,380706203,2412,0.033,0.1786,Pharmetrics
1,3,764054203,3465,0.0474,0.2125,Pharmetrics
1,10,4160875203,8228,0.1126,0.3161,Pharmetrics
1,3,4131008203,6378,0.0873,0.2822,Pharmetrics
1,2,372328203,2242,0.0307,0.1724,Pharmetrics
1,5,4149084203,2805,0.0384,0.1921,Pharmetrics
1,5,4282096203,4143,0.0567,0.2312,Pharmetrics
1,5,195083203,2349,0.0321,0.1764,Pharmetrics
1,10,433033203,3136,0.0429,0.2027,Pharmetrics
1,2,444208203,6274,0.0858,0.2801,Pharmetrics
1,6,195083203,1230,0.0168,0.1286,Pharmetrics
1,9,4223938203,2811,0.0385,0.1923,Pharmetrics
1,6,4133974203,4179,0.0572,0.2322,Pharmetrics
1,9,197925203,920,0.0126,0.1115,Pharmetrics
1,5,4228816203,2113,0.0289,0.1676,Pharmetrics
1,4,45766714203,1139,0.0156,0.1239,Pharmetrics
1,10,4243587203,2535,0.0347,0.183,Pharmetrics
1,10,4134596203,8874,0.1214,0.3266,Pharmetrics
1,10,4134593203,4645,0.0636,0.244,Pharmetrics
1,1,4042728203,1240,0.017,0.1291,Pharmetrics
1,9,441138203,773,0.0106,0.1023,Pharmetrics
1,5,4267432203,4138,0.0566,0.2311,Pharmetrics
1,1,441969203,1801,0.0246,0.155,Pharmetrics
1,3,439392203,1213,0.0166,0.1278,Pharmetrics
1,3,4094061203,1794,0.0245,0.1547,Pharmetrics
1,10,4145825203,8284,0.1133,0.317,Pharmetrics
1,5,197607203,6668,0.0912,0.2879,Pharmetrics
1,3,4338120203,5933,0.0812,0.2731,Pharmetrics
1,10,4024561203,20160,0.2758,0.4469,Pharmetrics
1,1,4178680203,4754,0.065,0.2466,Pharmetrics
1,4,4099350203,2422,0.0331,0.179,Pharmetrics
1,1,257007203,7004,0.0958,0.2944,Pharmetrics
1,10,444456203,1815,0.0248,0.1556,Pharmetrics
1,10,4025202203,6550,0.0896,0.2856,Pharmetrics
1,10,4182966203,2578,0.0353,0.1845,Pharmetrics
1,2,4111017203,1340,0.0183,0.1342,Pharmetrics
1,10,4164337203,1240,0.017,0.1291,Pharmetrics
1,10,4116810203,2860,0.0391,0.1939,Pharmetrics
1,9,78232203,2120,0.029,0.1678,Pharmetrics
1,2,199881203,8128,0.1112,0.3144,Pharmetrics
1,9,4324765203,1530,0.0209,0.1432,Pharmetrics
1,5,4114336203,5422,0.0742,0.2621,Pharmetrics
1,10,78232203,6032,0.0825,0.2752,Pharmetrics
1,2,197311203,1442,0.0197,0.1391,Pharmetrics
1,4,4302555203,10237,0.1401,0.3471,Pharmetrics
1,1,372328203,3558,0.0487,0.2152,Pharmetrics
1,1,4199417203,753,0.0103,0.101,Pharmetrics
1,10,45768964203,1131,0.0155,0.1234,Pharmetrics
1,5,4002818203,1038,0.0142,0.1183,Pharmetrics
1,3,4013074203,5892,0.0806,0.2722,Pharmetrics
1,10,4143698203,765,0.0105,0.1018,Pharmetrics
1,2,4243440203,6210,0.085,0.2788,Pharmetrics
1,9,36714686203,1176,0.0161,0.1258,Pharmetrics
1,10,318566203,1311,0.0179,0.1327,Pharmetrics
1,9,4211231203,1305,0.0179,0.1324,Pharmetrics
1,8,4192174203,1469,0.0201,0.1403,Pharmetrics
1,1,4193169203,3378,0.0462,0.21,Pharmetrics
1,10,199881203,11280,0.1543,0.3613,Pharmetrics
1,4,192854203,3893,0.0533,0.2246,Pharmetrics
1,2,4150129203,10884,0.1489,0.356,Pharmetrics
1,5,4012222203,2188,0.0299,0.1704,Pharmetrics
1,1,37311784203,1873,0.0256,0.158,Pharmetrics
1,10,4176868203,1594,0.0218,0.1461,Pharmetrics
1,5,4154801203,1761,0.0241,0.1533,Pharmetrics
1,10,4178904203,7480,0.1023,0.3031,Pharmetrics
1,10,4041554203,2315,0.0317,0.1751,Pharmetrics
1,5,40484533203,4400,0.0602,0.2379,Pharmetrics
1,3,4154801203,1534,0.021,0.1433,Pharmetrics
1,8,4180170203,3395,0.0465,0.2105,Pharmetrics
1,3,4280726203,2134,0.0292,0.1684,Pharmetrics
1,6,4115107203,8754,0.1198,0.3247,Pharmetrics
1,9,4200854203,1638,0.0224,0.148,Pharmetrics
1,1,435227203,7016,0.096,0.2946,Pharmetrics
1,2,4085100203,1840,0.0252,0.1567,Pharmetrics
1,9,433595203,2161,0.0296,0.1694,Pharmetrics
1,6,4159963203,2070,0.0283,0.1659,Pharmetrics
1,3,27674203,2707,0.037,0.1889,Pharmetrics
1,8,196151203,871,0.0119,0.1085,Pharmetrics
1,10,4079975203,4444,0.0608,0.239,Pharmetrics
1,10,4132434203,2398,0.0328,0.1781,Pharmetrics
1,5,195588203,1943,0.0266,0.1609,Pharmetrics
1,2,36716415203,4510,0.0617,0.2406,Pharmetrics
1,8,4301699203,1666,0.0228,0.1493,Pharmetrics
1,5,438557203,805,0.011,0.1044,Pharmetrics
1,10,441138203,3137,0.0429,0.2027,Pharmetrics
1,1,444453203,1224,0.0167,0.1283,Pharmetrics
1,2,4300595203,2044,0.028,0.1649,Pharmetrics
1,1,139900203,1240,0.017,0.1291,Pharmetrics
1,2,443615203,1285,0.0176,0.1314,Pharmetrics
1,10,133834203,1781,0.0244,0.1542,Pharmetrics
1,10,4320791203,13766,0.1884,0.391,Pharmetrics
1,3,75576203,2193,0.03,0.1706,Pharmetrics
1,2,4166666203,1885,0.0258,0.1585,Pharmetrics
1,5,4271013203,2573,0.0352,0.1843,Pharmetrics
1,10,198572203,1625,0.0222,0.1474,Pharmetrics
1,10,4111231203,1277,0.0175,0.131,Pharmetrics
1,10,442793203,1675,0.0229,0.1496,Pharmetrics
1,10,439103203,1379,0.0189,0.1361,Pharmetrics
1,3,4022830203,5617,0.0769,0.2664,Pharmetrics
1,10,44782943203,1707,0.0234,0.151,Pharmetrics
1,2,27674203,3449,0.0472,0.212,Pharmetrics
1,10,4235891203,1528,0.0209,0.1431,Pharmetrics
1,9,4338120203,6699,0.0917,0.2885,Pharmetrics
1,6,4083964203,949,0.013,0.1132,Pharmetrics
1,10,42709838203,1471,0.0201,0.1404,Pharmetrics
1,2,373718203,848,0.0116,0.1071,Pharmetrics
1,10,4122115203,1001,0.0137,0.1162,Pharmetrics
1,10,78472203,1616,0.0221,0.147,Pharmetrics
1,9,443784203,9138,0.125,0.3308,Pharmetrics
1,10,4239938203,4950,0.0677,0.2513,Pharmetrics
1,1,134453203,908,0.0124,0.1108,Pharmetrics
1,4,4113639203,11038,0.151,0.3581,Pharmetrics
1,5,4043545203,1868,0.0256,0.1578,Pharmetrics
1,10,762294203,3334,0.0456,0.2087,Pharmetrics
1,10,4126895203,1151,0.0157,0.1245,Pharmetrics
1,9,193322203,2602,0.0356,0.1853,Pharmetrics
1,10,135473203,2651,0.0363,0.187,Pharmetrics
1,2,4181298203,929,0.0127,0.112,Pharmetrics
1,3,45766714203,3483,0.0477,0.213,Pharmetrics
1,4,4024012203,4918,0.0673,0.2505,Pharmetrics
1,1,377091203,911,0.0125,0.1109,Pharmetrics
1,10,4001453203,1991,0.0272,0.1628,Pharmetrics
1,8,201131203,9704,0.1328,0.3393,Pharmetrics
1,1,320128203,6910,0.0945,0.2926,Pharmetrics
1,5,442752203,2152,0.0294,0.1691,Pharmetrics
1,10,197311203,4401,0.0602,0.2379,Pharmetrics
1,7,192854203,3466,0.0474,0.2125,Pharmetrics
1,4,441408203,1548,0.0212,0.144,Pharmetrics
1,10,765131203,3302,0.0452,0.2077,Pharmetrics
1,10,4219871203,1677,0.0229,0.1497,Pharmetrics
1,10,4312924203,2043,0.028,0.1648,Pharmetrics
1,8,4179922203,2580,0.0353,0.1845,Pharmetrics
1,9,4002014203,1133,0.0155,0.1235,Pharmetrics
1,10,4023317203,3228,0.0442,0.2055,Pharmetrics
1,6,4013842203,1962,0.0268,0.1616,Pharmetrics
1,10,4054835203,3187,0.0436,0.2042,Pharmetrics
1,10,443392203,2793,0.0382,0.1917,Pharmetrics
1,7,434005203,1110,0.0152,0.1223,Pharmetrics
1,8,4083787203,2658,0.0364,0.1872,Pharmetrics
1,8,200779203,828,0.0113,0.1058,Pharmetrics
1,3,4043371203,7036,0.0963,0.295,Pharmetrics
1,1,4268895203,5186,0.071,0.2568,Pharmetrics
1,10,380733203,4334,0.0593,0.2362,Pharmetrics
1,1,433595203,3001,0.0411,0.1984,Pharmetrics
1,3,37209394203,869,0.0119,0.1084,Pharmetrics
1,4,4131756203,11992,0.1641,0.3704,Pharmetrics
1,7,4124645203,1049,0.0144,0.1189,Pharmetrics
1,6,4012234203,4763,0.0652,0.2468,Pharmetrics
1,6,442077203,4897,0.067,0.25,Pharmetrics
1,2,4177078203,894,0.0122,0.1099,Pharmetrics
1,3,36713926203,2566,0.0351,0.1841,Pharmetrics
1,5,4054508203,1311,0.0179,0.1327,Pharmetrics
1,2,4150062203,1979,0.0271,0.1623,Pharmetrics
1,5,4077577203,1687,0.0231,0.1502,Pharmetrics
1,10,444114203,5163,0.0706,0.2562,Pharmetrics
1,1,4136694203,4022,0.055,0.228,Pharmetrics
1,1,4075249203,1099,0.015,0.1217,Pharmetrics
1,9,194133203,7399,0.1012,0.3016,Pharmetrics
1,2,4042728203,1008,0.0138,0.1166,Pharmetrics
1,1,432867203,5014,0.0686,0.2528,Pharmetrics
1,8,37016195203,4471,0.0612,0.2397,Pharmetrics
1,1,37016338203,1293,0.0177,0.1318,Pharmetrics
1,7,4041991203,4153,0.0568,0.2315,Pharmetrics
1,2,4180010203,1493,0.0204,0.1415,Pharmetrics
1,8,4101343203,2868,0.0392,0.1942,Pharmetrics
1,1,4256761203,3127,0.0428,0.2024,Pharmetrics
1,10,440647203,1114,0.0152,0.1225,Pharmetrics
1,8,4127066203,3885,0.0532,0.2243,Pharmetrics
1,10,27674203,8539,0.1168,0.3212,Pharmetrics
1,9,80816203,1309,0.0179,0.1326,Pharmetrics
1,10,4128194203,3308,0.0453,0.2079,Pharmetrics
1,10,36712821203,954,0.0131,0.1135,Pharmetrics
1,9,45768910203,3763,0.0515,0.221,Pharmetrics
1,1,4083297203,6767,0.0926,0.2899,Pharmetrics
1,1,4087642203,2333,0.0319,0.1758,Pharmetrics
1,7,4113639203,10284,0.1407,0.3477,Pharmetrics
1,3,40443308203,3581,0.049,0.2159,Pharmetrics
1,3,42872722203,775,0.0106,0.1024,Pharmetrics
1,5,4320030203,1604,0.0219,0.1465,Pharmetrics
1,1,196151203,3880,0.0531,0.2242,Pharmetrics
1,3,4042728203,822,0.0112,0.1055,Pharmetrics
1,4,77670203,2183,0.0299,0.1702,Pharmetrics
1,2,4029269203,5486,0.0751,0.2635,Pharmetrics
1,2,4083964203,4861,0.0665,0.2492,Pharmetrics
1,10,435655203,2216,0.0303,0.1715,Pharmetrics
1,5,4239897203,5174,0.0708,0.2565,Pharmetrics
1,10,200845203,2670,0.0365,0.1876,Pharmetrics
1,4,444100203,6323,0.0865,0.2811,Pharmetrics
1,9,77074203,8064,0.1103,0.3133,Pharmetrics
1,10,4047650203,2362,0.0323,0.1768,Pharmetrics
1,1,4070025203,828,0.0113,0.1058,Pharmetrics
1,10,199067203,1535,0.021,0.1434,Pharmetrics
1,10,440087203,1517,0.0208,0.1426,Pharmetrics
1,10,4082454203,2291,0.0313,0.1743,Pharmetrics
1,8,4190185203,2228,0.0305,0.1719,Pharmetrics
1,1,4110709203,2646,0.0362,0.1868,Pharmetrics
1,5,4014295203,811,0.0111,0.1048,Pharmetrics
1,1,4193318203,1832,0.0251,0.1563,Pharmetrics
1,4,4029269203,1916,0.0262,0.1598,Pharmetrics
1,10,4171917203,1941,0.0266,0.1608,Pharmetrics
1,9,36683296203,2348,0.0321,0.1763,Pharmetrics
1,10,4272162203,1499,0.0205,0.1417,Pharmetrics
1,9,4299440203,1324,0.0181,0.1334,Pharmetrics
1,2,442597203,1641,0.0225,0.1482,Pharmetrics
1,5,138102203,3515,0.0481,0.214,Pharmetrics
1,2,36713926203,3287,0.045,0.2072,Pharmetrics
1,10,75053203,3037,0.0416,0.1996,Pharmetrics
1,2,438485203,2107,0.0288,0.1673,Pharmetrics
1,1,4028876203,5751,0.0787,0.2693,Pharmetrics
1,10,444035203,4110,0.0562,0.2304,Pharmetrics
1,1,4187369203,6297,0.0862,0.2806,Pharmetrics
1,1,36716415203,5829,0.0798,0.2709,Pharmetrics
1,4,4112341203,854,0.0117,0.1075,Pharmetrics
1,1,380731203,947,0.013,0.1131,Pharmetrics
1,5,4169580203,1956,0.0268,0.1614,Pharmetrics
1,9,4119777203,1602,0.0219,0.1464,Pharmetrics
1,7,4137754203,1527,0.0209,0.143,Pharmetrics
1,9,4027255203,794,0.0109,0.1037,Pharmetrics
1,5,4054739203,2045,0.028,0.1649,Pharmetrics
1,5,45757399203,5975,0.0818,0.274,Pharmetrics
1,6,4043671203,3141,0.043,0.2028,Pharmetrics
1,5,4148091203,1789,0.0245,0.1545,Pharmetrics
1,9,197033203,6482,0.0887,0.2843,Pharmetrics
1,5,435227203,4184,0.0572,0.2323,Pharmetrics
1,9,4128194203,914,0.0125,0.1111,Pharmetrics
1,1,80180203,4479,0.0613,0.2399,Pharmetrics
1,6,437312203,3986,0.0545,0.2271,Pharmetrics
1,10,37018854203,2259,0.0309,0.1731,Pharmetrics
1,9,4031164203,734,0.01,0.0997,Pharmetrics
1,1,4054408203,1127,0.0154,0.1232,Pharmetrics
1,1,4094061203,3530,0.0483,0.2144,Pharmetrics
1,10,81378203,772,0.0106,0.1022,Pharmetrics
1,9,4105866203,1309,0.0179,0.1326,Pharmetrics
1,6,79106203,752,0.0103,0.1009,Pharmetrics
1,10,46273539203,745,0.0102,0.1004,Pharmetrics
1,9,4179922203,4623,0.0633,0.2434,Pharmetrics
1,9,435227203,5096,0.0697,0.2547,Pharmetrics
1,10,4164436203,2180,0.0298,0.1701,Pharmetrics
1,5,4299440203,1041,0.0142,0.1185,Pharmetrics
1,2,134736203,9520,0.1303,0.3366,Pharmetrics
1,10,4116809203,1868,0.0256,0.1578,Pharmetrics
1,2,4195085203,1258,0.0172,0.1301,Pharmetrics
1,2,40443308203,3877,0.053,0.2241,Pharmetrics
1,3,436665203,1407,0.0193,0.1374,Pharmetrics
1,1,4047120203,2581,0.0353,0.1846,Pharmetrics
1,4,4180170203,4447,0.0608,0.239,Pharmetrics
1,1,4117779203,7055,0.0965,0.2953,Pharmetrics
1,10,4115406203,1294,0.0177,0.1319,Pharmetrics
1,8,199881203,2524,0.0345,0.1826,Pharmetrics
1,10,4242661203,2589,0.0354,0.1849,Pharmetrics
1,5,4227449203,1761,0.0241,0.1533,Pharmetrics
1,9,4101918203,4797,0.0656,0.2476,Pharmetrics
1,9,4277745203,1277,0.0175,0.131,Pharmetrics
1,5,4087642203,1274,0.0174,0.1309,Pharmetrics
1,10,40568467203,4517,0.0618,0.2408,Pharmetrics
1,5,75576203,1670,0.0229,0.1494,Pharmetrics
1,2,4128492203,2384,0.0326,0.1776,Pharmetrics
1,2,201093203,1719,0.0235,0.1515,Pharmetrics
1,5,4041664203,2164,0.0296,0.1695,Pharmetrics
1,2,4188970203,3099,0.0424,0.2015,Pharmetrics
1,4,4282096203,3075,0.0421,0.2008,Pharmetrics
1,6,440069203,1481,0.0203,0.1409,Pharmetrics
1,9,444035203,1328,0.0182,0.1336,Pharmetrics
1,6,4339468203,4375,0.0599,0.2372,Pharmetrics
1,3,252662203,2518,0.0345,0.1824,Pharmetrics
1,5,140821203,2720,0.0372,0.1893,Pharmetrics
1,9,4249437203,894,0.0122,0.1099,Pharmetrics
1,10,313459203,3105,0.0425,0.2017,Pharmetrics
1,10,4303951203,1440,0.0197,0.139,Pharmetrics
1,10,443769203,2343,0.0321,0.1762,Pharmetrics
1,10,443545203,1028,0.0141,0.1178,Pharmetrics
1,3,138384203,847,0.0116,0.107,Pharmetrics
1,5,4237140203,2577,0.0353,0.1844,Pharmetrics
1,9,4178904203,2268,0.031,0.1734,Pharmetrics
1,1,4024012203,6772,0.0927,0.29,Pharmetrics
1,9,438409203,2333,0.0319,0.1758,Pharmetrics
1,10,4114605203,2266,0.031,0.1733,Pharmetrics
1,4,194420203,1386,0.019,0.1364,Pharmetrics
1,3,37110264203,5196,0.0711,0.257,Pharmetrics
1,4,4243440203,5392,0.0738,0.2614,Pharmetrics
1,5,4241146203,740,0.0101,0.1001,Pharmetrics
1,9,435657203,3721,0.0509,0.2198,Pharmetrics
1,10,141825203,2993,0.041,0.1982,Pharmetrics
1,5,441737203,1041,0.0142,0.1185,Pharmetrics
1,10,4129143203,1392,0.019,0.1367,Pharmetrics
1,3,46273183203,821,0.0112,0.1054,Pharmetrics
1,10,4193169203,6557,0.0897,0.2858,Pharmetrics
1,9,444094203,4173,0.0571,0.232,Pharmetrics
